Aircraft TypeDesignator,Class,Number+Engine Type,"MANUFACTURER, Model"
M36J,LandPlane,2/Piston,"MATRA, M-360 Jupiter"
M4,LandPlane,1/Piston,"MAULE, M-4 Astro Rocket"
M404,LandPlane,2/Piston,"MARTIN, 404"
M5,LandPlane,1/Piston,"MAULE, M-5 Lunar Rocket"
M55,LandPlane,2/Jet,"MYASISHCHEV, M-55 Geophysica"
M6,LandPlane,1/Piston,"MAULE, M-6 Super Rocket"
M600,LandPlane,1/Turboprop/Turboshaft,"PIPER, PA-46-600TP M600"
M7,LandPlane,1/Piston,"MAULE, MX-7-180 Star Rocket"
M74,Helicopter,1/Piston,"TEXAS HELICOPTER, M-74 Wasp"
M7T,LandPlane,1/Turboprop/Turboshaft,"MAULE, MX-7-420 Star Craft"
M8,LandPlane,1/Piston,"MAULE, M-8"
M9,LandPlane,1/Piston,"MAULE, M-9"
MA1,LandPlane,1/Piston,"EMAIR, MA-1 Paymaster"
MA5,LandPlane,1/Piston,"MARQUART, MA-5 Charger"
MA60,LandPlane,2/Turboprop/Turboshaft,"XIAN, MA-60"
MA6H,LandPlane,2/Turboprop/Turboshaft,"XIAN, MA-60H"
MAGC,LandPlane,1/Piston,"EAGLE AVIATION, EA-100"
MAGI,LandPlane,1/Piston,"MILES, M-14 Magister"
MAGN,LandPlane,1/Piston,"AVID, Magnum"
MAJR,LandPlane,1/Piston,"LUTON, LA-5 Major"
MAKO,LandPlane,1/Piston,"LANCAIR, Mako"
MAMB,LandPlane,1/Piston,"MELBOURNE, MA-2 Mamba"
MAME,LandPlane,1/Piston,"BLUE YONDER, Merlin"
MARS,SeaPlane,4/Piston,"MARTIN, 170 Mars"
MAVR,LandPlane,1/Piston,"AEA, Maverick"
MC01,LandPlane,1/Piston,"MONTAER, MC-01"
MC10,LandPlane,2/Piston,"COLOMBAN, MC-10 Cricri"
MC23,LandPlane,2/Jet,"IRKUT, MC-21-300"
MC45,LandPlane,1/Piston,"MEYERS, MAC-145"
MC90,LandPlane,1/Piston,"MONOCOUPE, 90"
MCOU,LandPlane,1/Piston,"CHRIS TENA, Mini Coupe"
MCOY,LandPlane,1/Piston,"MONTANA, Coyote"
MCR1,LandPlane,1/Piston,"DYN'AERO, MCR-01"
MCR4,LandPlane,1/Piston,"DYN'AERO, MCR-4"
MCRR,LandPlane,1/Piston,"DYN'AERO, MCR-R180"
MCUL,LandPlane,1/Piston,"KIMBALL, McCullocoupe"
MD11,LandPlane,3/Jet,"MCDONNELL DOUGLAS, MD-11"
MD3,LandPlane,1/Piston,"DATWYLER, MD-3 Swiss Trainer"
MD3R,LandPlane,1/Piston,"FLYITALIA, MD-3 Rider"
MD52,Helicopter,1/Turboprop/Turboshaft,"MCDONNELL DOUGLAS, MD-520N"
MD60,Helicopter,1/Turboprop/Turboshaft,"MCDONNELL DOUGLAS, MD-600N"
MD81,LandPlane,2/Jet,"MCDONNELL DOUGLAS, MD-81"
MD82,LandPlane,2/Jet,"MCDONNELL DOUGLAS, MD-82"
MD83,LandPlane,2/Jet,"MCDONNELL DOUGLAS, MD-83"
MD87,LandPlane,2/Jet,"MCDONNELL DOUGLAS, MD-87"
MD88,LandPlane,2/Jet,"MCDONNELL DOUGLAS, MD-88"
MD90,LandPlane,2/Jet,"MCDONNELL DOUGLAS, MD-90"
ME08,LandPlane,1/Piston,"MESSERSCHMITT, Bf-108 Taifun"
ME09,LandPlane,1/Piston,"MESSERSCHMITT, Bf-109"
ME62,LandPlane,2/Jet,"MESSERSCHMITT, Me-262 Replica"
MEAD,LandPlane,1/Piston,"MEAD, Adventure"
MEL2,LandPlane,1/Piston,"GARRISON, Melmoth 2"
MERK,LandPlane,2/Piston,"AVIATON, Merkury"
MESS,LandPlane,1/Piston,"MILES, M-38 Messenger"
METR,LandPlane,2/Jet,"GLOSTER, Meteor"
MEXP,LandPlane,1/Piston,"MERLIN, Explorer"
MF10,LandPlane,1/Piston,"MALMO, MFI-10 Vipan"
MF17,LandPlane,1/Piston,"SAAB, MFI-17 Supporter"
MG15,LandPlane,1/Jet,"MIKOYAN, MiG-15"
MG17,LandPlane,1/Jet,"MIKOYAN, MiG-17"
MG19,LandPlane,2/Jet,"MIKOYAN, MiG-19"
MG21,LandPlane,1/Jet,"MIKOYAN, MiG-21"
MG23,LandPlane,1/Jet,"MIKOYAN, MiG-23"
MG29,LandPlane,2/Jet,"MIKOYAN, MiG-29"
MG31,LandPlane,2/Jet,"MIKOYAN, MiG-31"
MG44,LandPlane,2/Jet,"MIKOYAN, MiG 1-44"
MGAT,LandPlane,1/Jet,"MIKOYAN, MiG-AT"
MGIC,LandPlane,1/Piston,"KAISER, Magic"
MGNM,LandPlane,1/Piston,"AVIATION ENTERPRISES, Magnum"
MH20,Helicopter,2/Turboprop/Turboshaft,"MITSUBISHI, MH-2000"
MH46,LandPlane,1/Piston,"AEROSETTE, MH-46 Eclipse"
MI10,Helicopter,2/Turboprop/Turboshaft,"MIL, Mi-10"
MI14,Helicopter,2/Turboprop/Turboshaft,"MIL, Mi-14"
MI2,Helicopter,2/Turboprop/Turboshaft,"MIL, Mi-2"
MI24,Helicopter,2/Turboprop/Turboshaft,"MIL, Mi-24"
MI26,Helicopter,2/Turboprop/Turboshaft,"MIL, Mi-26"
MI28,Helicopter,2/Turboprop/Turboshaft,"MIL, Mi-28"
MI34,Helicopter,1/Piston,"MIL, Mi-34"
MI38,Helicopter,2/Turboprop/Turboshaft,"MIL, Mi-38"
MI4,Helicopter,1/Piston,"MIL, Mi-4"
MI6,Helicopter,2/Turboprop/Turboshaft,"MIL, Mi-6"
MI8,Helicopter,2/Turboprop/Turboshaft,"MIL, Mi-8"
MIDR,LandPlane,1/Piston,"ACBA, Midour 2"
MIMP,LandPlane,1/Piston,"AEROCAR, Mini-Imp"
MIMU,LandPlane,1/Piston,"MUSTANG, MM-1 Midget Mustang"
MIR2,LandPlane,1/Jet,"DASSAULT, Mirage 2000"
MIRA,LandPlane,1/Jet,"DASSAULT, Mirage 5"
MITE,LandPlane,1/Piston,"MOONEY, M-18 Mite"
MJ10,LandPlane,1/Piston,"JURCA, MJ-10 Spit"
MJ12,LandPlane,1/Piston,"JURCA, MJ-12 P-40"
MJ1H,LandPlane,1/Piston,"JURCA, MJ-100 Spitfire Replica"
MJ2,LandPlane,1/Piston,"JURCA, MJ-2 Tempête"
MJ3,LandPlane,1/Piston,"JURCA, MJ-3 Dart"
MJ4,LandPlane,1/Piston,"JURCA, MJ-4 Shadow"
MJ5,LandPlane,1/Piston,"JURCA, MJ-5 Sirocco"
MJ53,LandPlane,1/Piston,"JURCA, MJ-53 Autan"
MJ55,LandPlane,1/Piston,"JURCA, MJ-55 Biso"
MJ7,LandPlane,1/Piston,"JURCA, MJ-7 Gnatsum"
MJ77,LandPlane,1/Piston,"JURCA, MJ-77 Gnatsum"
MJ8,LandPlane,1/Piston,"JURCA, MJ-8 1-Nine-0"
MJ80,LandPlane,1/Piston,"JURCA, MJ-80 Focke-Wulf Fw-190 Replica"
MJ9,LandPlane,1/Piston,"JURCA, MJ-9"
MJ90,LandPlane,1/Piston,"JURCA, MJ-90 Messerschmitt Bf-109 Replica"
MLER,LandPlane,1/Piston,"ALANNE, Moottori-Lerche"
MM14,Gyrocopter,1/Piston,"MAGNI, M-14 Scout"
MM16,Gyrocopter,1/Piston,"MAGNI, M-16 Tandem Trainer"
MM19,Gyrocopter,1/Piston,"MAGNI, M-19 Shark"
MM21,Gyrocopter,1/Piston,"MAGNI, M-21"
MM22,Gyrocopter,1/Piston,"MAGNI, M-22 Voyager"
MM24,Gyrocopter,1/Piston,"MAGNI, M-24 Orion"
MMAC,LandPlane,1/Piston,"MCCARLEY, Mini-Mac"
MMAX,Gyrocopter,1/Piston,"MAD MAX AERO, Mad Max"
MMUT,LandPlane,1/Piston,"MARA WING, L-1 Malamut"
MNEX,LandPlane,1/Piston,"NORMAN, Nordic 8 Mini Explorer"
MOCU,LandPlane,1/Piston,"CULP, MonoCulp"
MOGO,LandPlane,1/Piston,"KINETIC, Mountain Goat"
MOL1,LandPlane,1/Piston,"MOLNIYA, 1"
MONA,LandPlane,1/Piston,"MILES, M-17 Monarch"
MONI,LandPlane,1/Piston,"MONNETT, Moni"
MOR2,LandPlane,1/Piston,"VARGA, 2150 Kachina"
MOSP,LandPlane,1/Piston,"MONG, Sport"
MOSQ,LandPlane,2/Piston,"DE HAVILLAND, DH-98 Mosquito"
MOTO,LandPlane,1/Piston,"HUMBERT, Moto Du Ciel"
MP02,LandPlane,1/Piston,"AERO-KROS, MP-02 Czajka"
MP20,LandPlane,1/Piston,"PLAN, MP-205 Busard"
MR25,LandPlane,1/Piston,"MURPHY, SR-2500 Super Rebel"
MR35,LandPlane,1/Piston,"MURPHY, SR-3500 Moose"
MR3T,LandPlane,1/Turboprop/Turboshaft,"MURPHY, SR-3500 T-Moose"
MRAI,LandPlane,1/Piston,"MONNETT, Monerai P"
MRAM,LandPlane,1/Piston,"HARMON (1), 1-2 Mister America"
MRF1,LandPlane,1/Jet,"DASSAULT, Mirage F1"
MRJ7,LandPlane,2/Jet,"MITSUBISHI, MRJ-70"
MRJ9,LandPlane,2/Jet,"MITSUBISHI, MRJ-90"
MRMD,Amphibian,1/Piston,"CZAW, Mermaid"
MRTN,LandPlane,1/Piston,"MIRAGE, Marathon"
MS1,LandPlane,1/Piston,"MYSKY, MS-1"
MS18,LandPlane,1/Piston,"SOCATA, MS-200FG Morane"
MS23,LandPlane,1/Piston,"MORANE-SAULNIER, MS-230"
MS25,LandPlane,1/Piston,"SOCATA, MS-200RG Morane"
MS30,LandPlane,1/Piston,"SOCATA, MS-300 Epsilon 2"
MS31,LandPlane,1/Piston,"MORANE-SAULNIER, MS-315"
MS73,LandPlane,1/Piston,"MORANE-SAULNIER, MS-733 Alcyon"
MS76,LandPlane,2/Jet,"MORANE-SAULNIER, MS-760 Paris"
MSAI,LandPlane,1/Piston,"MORANE-SAULNIER, AI"
MSQ2,LandPlane,1/Piston,"BACKCOUNTRY, Mackey SQ-2"
MT,Gyrocopter,1/Piston,"ROTORSPORT, MT-03"
MU2,LandPlane,2/Turboprop/Turboshaft,"MITSUBISHI, MU-2"
MU23,LandPlane,1/Piston,"AKAFLIEG MUNCHEN, Mü-23 Saurier"
MU30,LandPlane,2/Jet,"MITSUBISHI, MU-300 Diamond"
MUS2,LandPlane,1/Piston,"BUSHBY, M-2 Mustang 2"
MVN1,LandPlane,1/Piston,"MVEN, 1 Fermer"
MVRK,LandPlane,1/Piston,"PHOENIX (2), Maverick"
MX10,LandPlane,1/Piston,"AEROTEC (2), MXP-100 Aventura"
MX1T,LandPlane,1/Piston,"AEROANDINA, MXP-1000 Tayrona"
MX2,LandPlane,1/Piston,"MXR, MX-2"
MX58,LandPlane,1/Piston,"AEROANDINA, MXP-158 Embera"
MX65,LandPlane,1/Piston,"AEROTEC (2), MXP-650 Amigo"
MX80,LandPlane,1/Piston,"AEROTEC (2), MXP-800 Fantasy"
MXS,LandPlane,1/Piston,"MXR, MXS"
MY12,LandPlane,1/Piston,"MYLIUS, MY-102 Tornado"
MY13,LandPlane,1/Piston,"MYLIUS, MY-103 Mistral"
MYA4,LandPlane,4/Jet,"MYASISHCHEV, M-4"
MYS4,LandPlane,1/Jet,"DASSAULT, MD-454A Mystère 4A"
N110,LandPlane,1/Piston,"NORD, 1100 Noralpha"
N120,LandPlane,1/Piston,"NORD, 1200 Norecrin"
N250,LandPlane,2/Turboprop/Turboshaft,"NUSANTARA, N-250"
N260,LandPlane,2/Turboprop/Turboshaft,"NORD, 260 Super Broussard"
N262,LandPlane,2/Turboprop/Turboshaft,"AEROSPATIALE, N-262"
N3,LandPlane,1/Piston,"NOSTALGAIR, N-3 Citabriette"
N320,LandPlane,1/Piston,"NORD, 3202"
N340,LandPlane,1/Piston,"NORD, 3400"
N3N,LandPlane,1/Piston,"NAVAL AIRCRAFT FACTORY, N3N"
N5,LandPlane,1/Piston,"HONGDU, N-5"
NA40,Helicopter,2/Turboprop/Turboshaft,"UNIS, NA-40 Bongo"
NAL2,LandPlane,1/Piston,"NAL, NALLA-2 Hansa"
NAVI,LandPlane,1/Piston,"RYAN, Navion"
NC85,LandPlane,1/Piston,"NORD, NC-854"
ND1T,LandPlane,1/Turboprop/Turboshaft,"NDN, NDN-1T Turbo Firecracker"
NDAC,LandPlane,1/Piston,"NORMAND DUBE, Aerocruiser"
NDAT,LandPlane,1/Piston,"NORMAND DUBE, Aerocruiser Turbo 450"
NDIC,LandPlane,1/Piston,"NORMAN, Nordic 2"
NG4,LandPlane,1/Piston,"BRM AERO, NG-4"
NG5,LandPlane,1/Piston,"BRM AERO, Bristell NG-5"
NH90,Helicopter,2/Turboprop/Turboshaft,"NHI, NH-90"
NHCO,LandPlane,1/Piston,"NEW HORIZONS, 01 Colibri"
NI28,LandPlane,1/Piston,"NIEUPORT, 28 Replica"
NIBB,LandPlane,1/Piston,"AVIAMILANO, F-14 Nibbio"
NIMB,LandPlane,1/Piston,"SCHEMPP-HIRTH, Nimbus 4T"
NIPR,LandPlane,1/Piston,"TIPSY, T-66 Nipper"
NM5,LandPlane,1/Piston,"NAL, NM-5"
NMCU,LandPlane,1/Piston,"ENAER, ECH-02 Namcu"
NNJA,LandPlane,1/Piston,"BEST OFF, Nynja"
NOMA,LandPlane,2/Turboprop/Turboshaft,"GAF, N-2 Nomad"
NORA,LandPlane,2/Piston,"NORD, 2501 Noratlas"
NORS,LandPlane,1/Piston,"NOORDUYN, C-64 Norseman"
NPOR,LandPlane,1/Piston,"REDFERN, Nieuport 17"
NSTR,LandPlane,1/Piston,"CUSTOM FLIGHT, North Star"
NT10,LandPlane,1/Piston,"NUWACO, T-10"
NXT,LandPlane,1/Piston,"NEMESIS, NXT"
NXTE,LandPlane,1/Electric,"ELECTROFLIGHT, NXTE"
O1,LandPlane,1/Piston,"CESSNA, O-1 Bird Dog"
O3,LandPlane,1/Piston,"LOCKHEED, YO-3"
OH1,Helicopter,2/Turboprop/Turboshaft,"KAWASAKI, OH-1"
OKHO,Gyrocopter,1/Piston,"AERO-ASTRA, Okhotnik"
OM1,LandPlane,1/Piston,"MORRISEY, OM-1 Bravo"
OMAG,LandPlane,1/Piston,"O'NEILL, Magnum"
OMGA,LandPlane,1/Piston,"ISAE, Omega 2"
OMLA,LandPlane,1/Turboprop/Turboshaft,"OMAC, Laser 300"
ONE,LandPlane,1/Piston,"GOGETAIR, G-600"
ONEX,LandPlane,1/Piston,"SONEX, Onex"
OPCA,LandPlane,1/Piston,"EDGLEY, EA-7 Optica"
OR10,Amphibian,1/Piston,"ORION, 10"
OR12,Amphibian,2/Piston,"ORION, SK-12"
OSCR,LandPlane,1/Piston,"PARTENAVIA, P-64 Oscar"
OUDE,LandPlane,1/Piston,"OLYMPIC ULTRALIGHTS, Desert Eagle 2"
OVOD,LandPlane,1/Piston,"VITEK, Ovod"
OZZI,LandPlane,1/Piston,"BUCHANAN, BAC-204 Ozzie Mozzie"
P06T,LandPlane,2/Piston,"TECNAM, P-2006T"
P1,LandPlane,4/Jet,"KAWASAKI, P-1"
P100,LandPlane,1/Piston,"POTTIER, P-100"
P130,LandPlane,1/Piston,"POTTIER, P-130 Bleu Citron"
P136,Amphibian,2/Piston,"PIAGGIO, P-136"
P148,LandPlane,1/Piston,"PIAGGIO, P-148"
P149,LandPlane,1/Piston,"PIAGGIO, P-149"
P180,LandPlane,2/Turboprop/Turboshaft,"PIAGGIO, P-180 Avanti"
P18T,LandPlane,1/Turboprop/Turboshaft,"SMITH AVIATION, PA-18T Super Cub"
P19,LandPlane,1/Piston,"AVIAMILANO, P-19 Scricciolo"
P1HH,LandPlane,2/Turboprop/Turboshaft,"PIAGGIO, P-1HH Hammerhead"
P2,LandPlane,2/Piston,"LOCKHEED, P-2 Neptune"
P208,LandPlane,1/Piston,"TECNAM, P-2008"
P210,LandPlane,1/Piston,"CESSNA, P210 Pressurized Centurion"
P212,LandPlane,2/Piston,"TECNAM, P-2012 Traveller"
P220,LandPlane,1/Piston,"POTTIER, P-220 Koala"
P230,LandPlane,1/Piston,"POTTIER, P-230 Panda"
P27,LandPlane,1/Piston,"GRYF, P-27 Skyster"
P270,LandPlane,1/Piston,"POTTIER, P-270 Amster"
P28A,LandPlane,1/Piston,"PIPER, Cherokee (PA-28-140/150/160/180)"
P28B,LandPlane,1/Piston,"PIPER, Cherokee (PA-28-235)"
P28R,LandPlane,1/Piston,"PIPER, PA-28R-180 Cherokee Arrow"
P28S,LandPlane,1/Piston,"PIPER, PA-28R-201T Turbo Arrow"
P28T,LandPlane,1/Piston,"PIPER, PA-28RT-201 Arrow 4"
P28U,LandPlane,1/Piston,"PIPER, PA-28RT-201T Turbo Arrow 4"
P3,LandPlane,4/Turboprop/Turboshaft,"LOCKHEED, P-3 Orion"
P32R,LandPlane,1/Piston,"PIPER, PA-32R-300 Lance"
P32T,LandPlane,1/Piston,"PIPER, PA-32RT-300 Lance 2"
P337,LandPlane,2/Piston,"CESSNA, P337 Pressurized Skymaster"
P36,LandPlane,1/Piston,"CURTISS, P-36 Hawk"
P38,LandPlane,2/Piston,"LOCKHEED, P-38 Lightning"
P39,LandPlane,1/Piston,"BELL, P-39 Airacobra"
P40,LandPlane,1/Piston,"CURTISS, P-40 Kittyhawk"
P46T,LandPlane,1/Turboprop/Turboshaft,"PIPER, PA-46-500TP Malibu Meridian"
P47,LandPlane,1/Piston,"REPUBLIC, P-47 Thunderbolt"
P4Y,LandPlane,4/Piston,"CONVAIR, P4Y Privateer"
P50,LandPlane,1/Piston,"POTTIER, P-50 Bouvreuil"
P51,LandPlane,1/Piston,"NORTH AMERICAN, P-51 Mustang"
P57,LandPlane,1/Piston,"PARTENAVIA, P-57 Fachiro 2"
P60,LandPlane,1/Piston,"POTTIER, P-60 Minacro"
P61,LandPlane,2/Piston,"NORTHROP, P-61 Black Widow"
P63,LandPlane,1/Piston,"BELL, P-63 Kingcobra"
P66P,LandPlane,2/Piston,"PIAGGIO, P-166A"
P66T,LandPlane,2/Turboprop/Turboshaft,"PIAGGIO, P-166DL3"
P68,LandPlane,2/Piston,"PARTENAVIA, P-68 Victor"
P68T,LandPlane,2/Turboprop/Turboshaft,"PARTENAVIA, AP-68TP-300 Spartacus"
P70,LandPlane,1/Piston,"POTTIER, P-70"
P750,LandPlane,1/Turboprop/Turboshaft,"PACIFIC AEROSPACE, P-750 XStol"
P8,LandPlane,2/Jet,"BOEING, P-8 Poseidon"
P80,LandPlane,1/Piston,"POTTIER, P-80"
P82,LandPlane,2/Piston,"NORTH AMERICAN, P-82 Twin Mustang"
PA11,LandPlane,1/Piston,"PIPER, PA-11 Cub Special"
PA12,LandPlane,1/Piston,"PIPER, PA-12 Super Cruiser"
PA14,LandPlane,1/Piston,"PIPER, PA-14 Family Cruiser"
PA15,LandPlane,1/Piston,"PIPER, PA-15 Vagabond"
PA16,LandPlane,1/Piston,"PIPER, PA-16 Clipper"
PA17,LandPlane,1/Piston,"PIPER, PA-17 Vagabond"
PA18,LandPlane,1/Piston,"PIPER, PA-18 Super Cub"
PA20,LandPlane,1/Piston,"PIPER, PA-20 Pacer"
PA22,LandPlane,1/Piston,"PIPER, PA-22 Tri-Pacer"
PA23,LandPlane,2/Piston,"PIPER, PA-23-150 Apache"
PA24,LandPlane,1/Piston,"PIPER, PA-24 Comanche"
PA25,LandPlane,1/Piston,"PIPER, PA-25 Pawnee"
PA27,LandPlane,2/Piston,"PIPER, PA-23-235 Aztec"
PA30,LandPlane,2/Piston,"PIPER, PA-30 Twin Comanche"
PA31,LandPlane,2/Piston,"PIPER, PA-31-300 Navajo"
PA32,LandPlane,1/Piston,"PIPER, PA-32 Saratoga"
PA34,LandPlane,2/Piston,"PIPER, PA-34 Seneca"
PA36,LandPlane,1/Piston,"PIPER, PA-36 Pawnee Brave"
PA38,LandPlane,1/Piston,"PIPER, PA-38 Tomahawk"
PA44,LandPlane,2/Piston,"PIPER, PA-44 Seminole"
PA46,LandPlane,1/Piston,"PIPER, PA-46-310P Malibu"
PA47,LandPlane,1/Jet,"PIPER, PA-47 Piper Jet"
PACE,LandPlane,1/Piston,"BELLANCA, CH-300 Pacemaker"
PAGO,LandPlane,1/Piston,"SAUPER, ADV-01 Papango"
PANT,LandPlane,1/Piston,"ROTEC, Panther 2"
PAR1,LandPlane,1/Piston,"PARADISE, P-1"
PAR4,LandPlane,1/Piston,"PARADISE, P-4"
PARL,LandPlane,1/Piston,"ST. CROIX, Pietenpol Aerial"
PAT2,LandPlane,1/Piston,"ATAC, Patriot 2"
PAT4,LandPlane,2/Turboprop/Turboshaft,"PIPER, PA-31T3-500 T-1040"
PAUL,LandPlane,1/Piston,"PAULISTA, CAP-4 Paulistinha"
PAV4,Gyrocopter,1/Piston,"CARTER, PAV-4"
PAY1,LandPlane,2/Turboprop/Turboshaft,"PIPER, PA-31T1-500 Cheyenne 1"
PAY2,LandPlane,2/Turboprop/Turboshaft,"PIPER, PA-31T-620 Cheyenne 2"
PAY3,LandPlane,2/Turboprop/Turboshaft,"PIPER, PA-42-720 Cheyenne 3"
PAY4,LandPlane,2/Turboprop/Turboshaft,"PIPER, PA-42-1000 Cheyenne 400"
PC12,LandPlane,1/Turboprop/Turboshaft,"PILATUS, PC-12"
PC21,LandPlane,1/Turboprop/Turboshaft,"PILATUS, PC-21"
PC24,LandPlane,2/Jet,"PILATUS, PC-24"
PC6P,LandPlane,1/Piston,"PILATUS, PC-6 Porter"
PC6T,LandPlane,1/Turboprop/Turboshaft,"PILATUS, PC-6C Turbo-Porter"
PC7,LandPlane,1/Turboprop/Turboshaft,"PILATUS, PC-7 Astra"
PC9,LandPlane,1/Turboprop/Turboshaft,"PILATUS, PC-9"
PCA2,Gyrocopter,1/Piston,"PITCAIRN-CIERVA, PCA-2"
PDIG,LandPlane,2/Piston,"VSTOL, SST-2000 Pairadigm"
PECR,LandPlane,1/Piston,"PRO-COMPOSITES, Personal Cruiser"
PEGA,LandPlane,2/Piston,"GENERAL AVIA, F-20 Pegaso"
PEGZ,LandPlane,1/Piston,"PEGASE AERO, Pegazair"
PELI,LandPlane,1/Piston,"ULTRAVIA, Pelican"
PEMB,LandPlane,2/Piston,"PERCIVAL, P-66 Pembroke"
PETL,LandPlane,1/Piston,"AERO ITBA, Petrel"
PETR,Amphibian,1/Piston,"EDRA, Super Petrel"
PGEE,LandPlane,1/Piston,"HOLCOMB, Perigee"
PGK1,LandPlane,1/Piston,"WESTERN, PGK-1 Hirondelle"
PHIL,Helicopter,1/Piston,"VTOL AIRCRAFT, Phillicopter"
PHIX,Gyrocopter,1/Piston,"PHENIX, Phenix"
PHNX,LandPlane,1/Piston,"FREEDOM, Phoenix"
PIAE,LandPlane,1/Electric,"PIPISTREL, Alpha Electro"
PIAT,LandPlane,1/Piston,"PIPISTREL, Alpha Trainer"
PICO,LandPlane,1/Piston,"PROCAER, F-15 Picchio"
PILL,LandPlane,1/Piston,"ENAER, T-35A Pillán"
PINO,LandPlane,1/Piston,"GENERAL AVIA, F-22 Pinguino"
PIPA,LandPlane,1/Piston,"PIPISTREL, Panthera"
PISI,LandPlane,1/Piston,"PIPISTREL, Sinus"
PIT4,LandPlane,1/Electric,"PIPISTREL, Taurus Electro G4"
PITA,LandPlane,1/Piston,"PIPISTREL, Taurus 503"
PITE,LandPlane,1/Electric,"PIPISTREL, Taurus Electro"
PIVE,LandPlane,1/Electric,"PIPISTREL, Velis Electro"
PIVI,LandPlane,1/Piston,"PIPISTREL, Virus (piston)"
PK11,LandPlane,1/Piston,"PIK, PIK-11 Tumppu"
PK15,LandPlane,1/Piston,"PIK, PIK-15 Hinu"
PK18,LandPlane,1/Piston,"PIK, PIK-18 Sytky"
PK19,LandPlane,1/Piston,"PIK, PIK-19 Muhinu"
PK20,LandPlane,1/Piston,"PIK, PIK-20E"
PK21,LandPlane,1/Piston,"PIK, PIK-21 Super Sytky"
PK23,LandPlane,1/Piston,"PIK, PIK-23 Suhinu"
PK25,LandPlane,1/Piston,"PIK, PIK-25 Varttimarkka"
PKAN,LandPlane,1/Piston,"UETZ, U-3M Pelikan"
PL1,LandPlane,1/Piston,"PAZMANY, PL-1 Laminar"
PL12,LandPlane,1/Piston,"TRANSAVIA, PL-12 Airtruk"
PL2,LandPlane,1/Piston,"PAZMANY, PL-2"
PL4,LandPlane,1/Piston,"PAZMANY, PL-4"
PL9,LandPlane,1/Piston,"PAZMANY, PL-9 Stork"
PLUS,LandPlane,1/Piston,"TAYLORCRAFT (2), Plus C"
PNR2,LandPlane,1/Piston,"ALPI, Pioneer 200"
PNR3,LandPlane,1/Piston,"ALPI, Pioneer 300"
PNR4,LandPlane,1/Piston,"ALPI, Pioneer 400"
PNTH,LandPlane,1/Piston,"SPORT PERFORMANCE, Panther"
PO2,LandPlane,1/Piston,"POLIKARPOV, Po-2"
PO60,LandPlane,1/Piston,"POTEZ, 60 Sauterelle"
POLI,LandPlane,1/Piston,"ALVAREZ, Polliwagen"
PONY,Amphibian,1/Piston,"REDA, Pony"
PP2,LandPlane,1/Piston,"PILATUS, P-2"
PP3,LandPlane,1/Piston,"PILATUS, P-3"
PPRO,LandPlane,1/Piston,"PERCIVAL, P-56 Provost"
PRBP,LandPlane,1/Piston,"HOWARD HUGHES, Pocket Rocket PR-Bipe"
PRBR,LandPlane,1/Piston,"HOWARD HUGHES, Pocket Rocket PR-Breeze"
PRCE,LandPlane,2/Piston,"PERCIVAL, P-57 Sea Prince"
PREN,LandPlane,1/Piston,"PERCIVAL, P-40 Prentice"
PRET,LandPlane,1/Piston,"GM&T, GM&T Pretty Flight"
PREX,LandPlane,1/Piston,"PRIVATE EXPLORER, Private Explorer"
PRIM,LandPlane,1/Piston,"BLACKSHAPE, Bk-100 Prime"
PRM1,LandPlane,2/Jet,"HAWKER BEECHCRAFT, 390 Premier 1"
PROC,LandPlane,1/Piston,"PERCIVAL, P-28 Proctor"
PROT,LandPlane,1/Piston,"CZAW, Parrot"
PROW,LandPlane,1/Piston,"PROWLER, Jaguar"
PRPR,LandPlane,1/Piston,"HOWARD HUGHES, Pocket Rocket PR-582"
PRTS,LandPlane,2/Jet,"SCALED, 281 Proteus"
PRXT,LandPlane,1/Turboprop/Turboshaft,"PRIVATE EXPLORER, T-Explorer"
PSTM,LandPlane,1/Piston,"PODESVA, Stearman"
PSW4,Helicopter,1/Turboprop/Turboshaft,"PZL-SWIDNIK, SW-4"
PT21,LandPlane,1/Piston,"POTTIER, P-210 Coati"
PT22,LandPlane,1/Piston,"RYAN, PT-22 Recruit"
PT70,LandPlane,1/Piston,"POTTIER, P-170"
PT80,LandPlane,1/Piston,"POTTIER, P-180"
PTMS,LandPlane,1/Piston,"PITTS, S-12 Macho Stinker"
PTS1,LandPlane,1/Piston,"PITTS, S-1 Special"
PTS2,LandPlane,1/Piston,"PITTS, S-2 Special"
PTSS,LandPlane,1/Piston,"PITTS, S-1-11 Super Stinker"
PUL6,LandPlane,1/Piston,"PULSAR, Super Pulsar 600"
PULR,LandPlane,1/Piston,"P&M AVIATION, PulsR"
PULS,LandPlane,1/Piston,"AERO DESIGNS, Pulsar"
PUMA,Helicopter,2/Turboprop/Turboshaft,"AEROSPATIALE, SA-330 Puma"
PUP,LandPlane,1/Piston,"BEAGLE, B-121 Pup"
PURS,LandPlane,1/Piston,"RANS, S-11 Pursuit"
PUSH,LandPlane,1/Piston,"PRESCOTT, Pusher"
PW4,LandPlane,1/Piston,"POLITECHNIKA WARSZAWSKA, PW-4"
PZ01,LandPlane,1/Piston,"PZL-OKECIE, PZL-101 Gawron"
PZ02,LandPlane,1/Piston,"PZL-OKECIE, PZL-102 Kos"
PZ04,LandPlane,1/Piston,"PZL-OKECIE, PZL-104 Wilga 35"
